FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.9798422,9798422,POINT (16.404836220743146 48.196680125986255),Lechnerstraße,Lechnerstraße,N75,,10,https://anachb.vor.at?P=SQ&input=Wien%20Lechnerstraße&start=1,
OEFFHALTESTOGD.9798423,9798423,POINT (16.404836220743146 48.196680125986255),Lechnerstraße,Lechnerstraße,N75,,11,https://anachb.vor.at?P=SQ&input=Wien%20Lechnerstraße&start=1,
OEFFHALTESTOGD.9798424,9798424,POINT (16.528443847137996 48.217908848281),Rosenbergstraße,Rosenbergstraße,98A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Rosenbergstraße&start=1,
OEFFHALTESTOGD.9798425,9798425,POINT (16.520556595432616 48.225569617182394),Himmelteich,Himmelteich,99A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Himmelteich&start=1,
OEFFHALTESTOGD.9798426,9798426,POINT (16.52068239487565 48.22554571647947),Himmelteich,Himmelteich,99B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Himmelteich&start=1,
OEFFHALTESTOGD.9798427,9798427,POINT (16.36231912013088 48.18994928492302),Leibenfrostgasse (Ziegelofeng.),Leibenfrostgasse (Ziegelofeng.),13A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Leibenfrostgasse&start=1,
OEFFHALTESTOGD.9798428,9798428,POINT (16.36364861372918 48.189949283729575),Leibenfrostgasse (Phorusgasse),Leibenfrostgasse (Phorusgasse),13A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Leibenfrostgasse&start=1,
OEFFHALTESTOGD.9798429,9798429,POINT (16.451449705851324 48.278158808808165),Leopoldau,Leopoldau,32A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Leopoldau&start=1,
OEFFHALTESTOGD.9798430,9798430,POINT (16.450641208118835 48.276843515671715),Leopoldau,Leopoldau,"29B, N25",,2,https://anachb.vor.at?P=SQ&input=Wien%20Leopoldau&start=1,
OEFFHALTESTOGD.9798431,9798431,POINT (16.450641208118835 48.276843515671715),Leopoldau,Leopoldau,N25,,10,https://anachb.vor.at?P=SQ&input=Wien%20Leopoldau&start=1,
OEFFHALTESTOGD.9798432,9798432,POINT (16.450641208118835 48.276843515671715),Leopoldau,Leopoldau,N25,,11,https://anachb.vor.at?P=SQ&input=Wien%20Leopoldau&start=1,
OEFFHALTESTOGD.9798433,9798433,POINT (16.45195722206875 48.27829626737123),Leopoldau,Leopoldau,510,,3,https://anachb.vor.at?P=SQ&input=Wien%20Leopoldau&start=1,
OEFFHALTESTOGD.9798434,9798434,POINT (16.450623209393463 48.27696901482143),Leopoldau,Leopoldau,"SV901, 29B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Leopoldau&start=1,
OEFFHALTESTOGD.9798435,9798435,POINT (16.44888951852781 48.27758481272124),Leopoldau S+U (Möllplatz),Leopoldau S+U (Möllplatz),"32A, 36B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Leopoldau&start=1,
OEFFHALTESTOGD.9798436,9798436,POINT (16.52914444494755 48.2196625398342),Wehrbrücklstraße/Gernotgasse,Wehrbrücklstraße/Gernotgasse,98A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Wehrbrücklstraße/Gernotgasse&start=1,
OEFFHALTESTOGD.9798437,9798437,POINT (16.441298735406807 48.263671084402844),Leopoldauer Platz,Leopoldauer Platz,N25,,11,https://anachb.vor.at?P=SQ&input=Wien%20Leopoldauer%20Platz&start=1,
OEFFHALTESTOGD.9798438,9798438,POINT (16.441298735406807 48.263671084402844),Leopoldauer Platz,Leopoldauer Platz,N25,,10,https://anachb.vor.at?P=SQ&input=Wien%20Leopoldauer%20Platz&start=1,
OEFFHALTESTOGD.9798439,9798439,POINT (16.440526138713658 48.26313888709606),Leopoldauer Platz,Leopoldauer Platz,"29A, 28A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Leopoldauer%20Platz&start=1,
OEFFHALTESTOGD.9798440,9798440,POINT (16.441424534278188 48.263258485760076),Leopoldauer Platz,Leopoldauer Platz,N25,,11,https://anachb.vor.at?P=SQ&input=Wien%20Leopoldauer%20Platz&start=1,
OEFFHALTESTOGD.9798441,9798441,POINT (16.441424534278188 48.263258485760076),Leopoldauer Platz,Leopoldauer Platz,N25,,10,https://anachb.vor.at?P=SQ&input=Wien%20Leopoldauer%20Platz&start=1,
OEFFHALTESTOGD.9798442,9798442,POINT (16.440499239858013 48.26349768553424),Leopoldauer Platz,Leopoldauer Platz,29A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Leopoldauer%20Platz&start=1,
OEFFHALTESTOGD.9798443,9798443,POINT (16.49482903342352 48.2338874928296),Resedaweg,Resedaweg,97A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Resedaweg&start=1,
OEFFHALTESTOGD.9798444,9798444,POINT (16.435747162290888 48.262660392177956),Leopoldauer Straße,Leopoldauer Straße,"31A, 27A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Leopoldauer%20Straße&start=1,
OEFFHALTESTOGD.9798445,9798445,POINT (16.436492756773088 48.26217599407178),Leopoldauer Straße,Leopoldauer Straße,31A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Leopoldauer%20Straße&start=1,
OEFFHALTESTOGD.9798446,9798446,POINT (16.291729796450973 48.14144785981862),Leopoldigasse,Leopoldigasse,"62A, N65",,2,https://anachb.vor.at?P=SQ&input=Wien%20Leopoldigasse&start=1,
OEFFHALTESTOGD.9798447,9798447,POINT (16.291729796450973 48.14144785981862),Leopoldigasse,Leopoldigasse,N65,,10,https://anachb.vor.at?P=SQ&input=Wien%20Leopoldigasse&start=1,
OEFFHALTESTOGD.9798448,9798448,POINT (16.291729796450973 48.14144785981862),Leopoldigasse,Leopoldigasse,N65,,11,https://anachb.vor.at?P=SQ&input=Wien%20Leopoldigasse&start=1,
OEFFHALTESTOGD.9798449,9798449,POINT (16.291127899904033 48.1418734589322),Leopoldigasse,Leopoldigasse,60A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Leopoldigasse&start=1,
OEFFHALTESTOGD.9798450,9798450,POINT (16.291711797472672 48.14189745762086),Leopoldigasse,Leopoldigasse,"62A, N65",,2,https://anachb.vor.at?P=SQ&input=Wien%20Leopoldigasse&start=1,
OEFFHALTESTOGD.9798451,9798451,POINT (16.291711797472672 48.14189745762086),Leopoldigasse,Leopoldigasse,N65,,10,https://anachb.vor.at?P=SQ&input=Wien%20Leopoldigasse&start=1,
OEFFHALTESTOGD.9798452,9798452,POINT (16.291711797472672 48.14189745762086),Leopoldigasse,Leopoldigasse,N65,,11,https://anachb.vor.at?P=SQ&input=Wien%20Leopoldigasse&start=1,
OEFFHALTESTOGD.9798453,9798453,POINT (16.343140256595106 48.2212188471989),Michelbeuern-AKH,Michelbeuern-AKH,N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Michelbeuern-AKH&start=1,
OEFFHALTESTOGD.9798454,9798454,POINT (16.343140256595106 48.2212188471989),Michelbeuern-AKH,Michelbeuern-AKH,N8,,10,https://anachb.vor.at?P=SQ&input=Wien%20Michelbeuern-AKH&start=1,
OEFFHALTESTOGD.9798455,9798455,POINT (16.27706036213956 48.1366760919715),Fabergasse,Fabergasse,"60A, N61",,2,https://anachb.vor.at?P=SQ&input=Wien%20Fabergasse&start=1,
OEFFHALTESTOGD.9798456,9798456,POINT (16.27706036213956 48.1366760919715),Fabergasse,Fabergasse,N61,,10,https://anachb.vor.at?P=SQ&input=Wien%20Fabergasse&start=1,
OEFFHALTESTOGD.9798457,9798457,POINT (16.27706036213956 48.1366760919715),Fabergasse,Fabergasse,N61,,11,https://anachb.vor.at?P=SQ&input=Wien%20Fabergasse&start=1,
OEFFHALTESTOGD.9798458,9798458,POINT (16.27706036213956 48.1366760919715),Fabergasse,Fabergasse,N61,,13,https://anachb.vor.at?P=SQ&input=Wien%20Fabergasse&start=1,
OEFFHALTESTOGD.9798459,9798459,POINT (16.27706036213956 48.1366760919715),Fabergasse,Fabergasse,N61,,12,https://anachb.vor.at?P=SQ&input=Wien%20Fabergasse&start=1,
OEFFHALTESTOGD.9798460,9798460,POINT (16.27768456689166 48.13702981098498),Fabergasse (Breitenfurter Str.),Fabergasse (Breitenfurter Str.),"259, 253, 250",,3,https://anachb.vor.at?P=SQ&input=Wien%20Fabergasse&start=1,
OEFFHALTESTOGD.9798461,9798461,POINT (16.277217470070617 48.13738350911834),Fabergasse (Breitenfurter Str.),Fabergasse (Breitenfurter Str.),"259, 253, 250",,3,https://anachb.vor.at?P=SQ&input=Wien%20Fabergasse&start=1,
OEFFHALTESTOGD.9798462,9798462,POINT (16.313226477615093 48.20292525313265),Minciostraße,Minciostraße,12A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Minciostraße&start=1,
OEFFHALTESTOGD.9798463,9798463,POINT (16.281830571486395 48.23127273759814),Mitterberg,Mitterberg,44A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Mitterberg&start=1,
OEFFHALTESTOGD.9798464,9798464,POINT (16.41518472732352 48.16516797034822),Mitterfeldgasse,Mitterfeldgasse,69A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Mitterfeldgasse&start=1,
OEFFHALTESTOGD.9798465,9798465,POINT (16.41530142617368 48.16523986919004),Mitterfeldgasse,Mitterfeldgasse,69A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Mitterfeldgasse&start=1,
OEFFHALTESTOGD.9798466,9798466,POINT (16.484624173780183 48.22708973218973),Mittleres Hausfeld,Mittleres Hausfeld,"84A, N84",,2,https://anachb.vor.at?P=SQ&input=Wien%20Mittleres%20Hausfeld&start=1,
OEFFHALTESTOGD.9798467,9798467,POINT (16.484624173780183 48.22708973218973),Mittleres Hausfeld,Mittleres Hausfeld,N84,,10,https://anachb.vor.at?P=SQ&input=Wien%20Mittleres%20Hausfeld&start=1,
OEFFHALTESTOGD.9798468,9798468,POINT (16.484624173780183 48.22708973218973),Mittleres Hausfeld,Mittleres Hausfeld,N84,,11,https://anachb.vor.at?P=SQ&input=Wien%20Mittleres%20Hausfeld&start=1,
OEFFHALTESTOGD.9798469,9798469,POINT (16.484624173780183 48.22708973218973),Mittleres Hausfeld,Mittleres Hausfeld,N84,,13,https://anachb.vor.at?P=SQ&input=Wien%20Mittleres%20Hausfeld&start=1,
OEFFHALTESTOGD.9798470,9798470,POINT (16.484624173780183 48.22708973218973),Mittleres Hausfeld,Mittleres Hausfeld,N84,,12,https://anachb.vor.at?P=SQ&input=Wien%20Mittleres%20Hausfeld&start=1,
OEFFHALTESTOGD.9798471,9798471,POINT (16.484390674726527 48.2271675312521),Mittleres Hausfeld,Mittleres Hausfeld,"84A, N84",,2,https://anachb.vor.at?P=SQ&input=Wien%20Mittleres%20Hausfeld&start=1,
OEFFHALTESTOGD.9798472,9798472,POINT (16.484390674726527 48.2271675312521),Mittleres Hausfeld,Mittleres Hausfeld,N84,,10,https://anachb.vor.at?P=SQ&input=Wien%20Mittleres%20Hausfeld&start=1,
OEFFHALTESTOGD.9798473,9798473,POINT (16.484390674726527 48.2271675312521),Mittleres Hausfeld,Mittleres Hausfeld,N84,,11,https://anachb.vor.at?P=SQ&input=Wien%20Mittleres%20Hausfeld&start=1,
OEFFHALTESTOGD.9798474,9798474,POINT (16.484390674726527 48.2271675312521),Mittleres Hausfeld,Mittleres Hausfeld,N84,,13,https://anachb.vor.at?P=SQ&input=Wien%20Mittleres%20Hausfeld&start=1,
OEFFHALTESTOGD.9798475,9798475,POINT (16.484390674726527 48.2271675312521),Mittleres Hausfeld,Mittleres Hausfeld,N84,,12,https://anachb.vor.at?P=SQ&input=Wien%20Mittleres%20Hausfeld&start=1,
OEFFHALTESTOGD.9798476,9798476,POINT (16.418679142217034 48.18825445805192),Modecenterstraße,Modecenterstraße,72A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Modecenterstraße&start=1,
OEFFHALTESTOGD.9798477,9798477,POINT (16.418670142271584 48.18848805682765),Modecenterstraße,Modecenterstraße,72A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Modecenterstraße&start=1,
OEFFHALTESTOGD.9798478,9798478,POINT (16.345682398860863 48.18792510483598),Mauthausgasse,Mauthausgasse,"12A, N60",,2,https://anachb.vor.at?P=SQ&input=Wien%20Mauthausgasse&start=1,
OEFFHALTESTOGD.9798479,9798479,POINT (16.345682398860863 48.18792510483598),Mauthausgasse,Mauthausgasse,N60,,10,https://anachb.vor.at?P=SQ&input=Wien%20Mauthausgasse&start=1,
OEFFHALTESTOGD.9798480,9798480,POINT (16.345682398860863 48.18792510483598),Mauthausgasse,Mauthausgasse,N60,,11,https://anachb.vor.at?P=SQ&input=Wien%20Mauthausgasse&start=1,
OEFFHALTESTOGD.9798481,9798481,POINT (16.424329566096525 48.225599676217335),Mendelssohngasse,Mendelssohngasse,"N90, 92A, 92B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Mendelssohngasse&start=1,
OEFFHALTESTOGD.9798482,9798482,POINT (16.424329566096525 48.225599676217335),Mendelssohngasse,Mendelssohngasse,N90,,10,https://anachb.vor.at?P=SQ&input=Wien%20Mendelssohngasse&start=1,
OEFFHALTESTOGD.9798483,9798483,POINT (16.424329566096525 48.225599676217335),Mendelssohngasse,Mendelssohngasse,N90,,11,https://anachb.vor.at?P=SQ&input=Wien%20Mendelssohngasse&start=1,
OEFFHALTESTOGD.9798484,9798484,POINT (16.424329566096525 48.225599676217335),Mendelssohngasse,Mendelssohngasse,N90,,13,https://anachb.vor.at?P=SQ&input=Wien%20Mendelssohngasse&start=1,
OEFFHALTESTOGD.9798485,9798485,POINT (16.424329566096525 48.225599676217335),Mendelssohngasse,Mendelssohngasse,N90,,12,https://anachb.vor.at?P=SQ&input=Wien%20Mendelssohngasse&start=1,
OEFFHALTESTOGD.9798486,9798486,POINT (16.408168884446766 48.1816542956536),Molitorgasse,Molitorgasse,N71,,11,https://anachb.vor.at?P=SQ&input=Wien%20Molitorgasse&start=1,
OEFFHALTESTOGD.9798487,9798487,POINT (16.408168884446766 48.1816542956536),Molitorgasse,Molitorgasse,N71,,10,https://anachb.vor.at?P=SQ&input=Wien%20Molitorgasse&start=1,
OEFFHALTESTOGD.9798488,9798488,POINT (16.408222783279157 48.18161229586961),Molitorgasse,Molitorgasse,71,,1,https://anachb.vor.at?P=SQ&input=Wien%20Molitorgasse&start=1,
OEFFHALTESTOGD.9798489,9798489,POINT (16.407710786875487 48.181935794686055),Molitorgasse,Molitorgasse,N71,,11,https://anachb.vor.at?P=SQ&input=Wien%20Molitorgasse&start=1,
OEFFHALTESTOGD.9798490,9798490,POINT (16.407710786875487 48.181935794686055),Molitorgasse,Molitorgasse,N71,,10,https://anachb.vor.at?P=SQ&input=Wien%20Molitorgasse&start=1,
OEFFHALTESTOGD.9798491,9798491,POINT (16.40767478683541 48.1819716946682),Molitorgasse,Molitorgasse,71,,1,https://anachb.vor.at?P=SQ&input=Wien%20Molitorgasse&start=1,
OEFFHALTESTOGD.9798492,9798492,POINT (16.378794137642647 48.18857188137455),Mommsengasse,Mommsengasse,13A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Mommsengasse&start=1,
OEFFHALTESTOGD.9798493,9798493,POINT (16.2435668883953 48.20813990446956),Mondweg,Mondweg,"450, 50B, 49A",,3,https://anachb.vor.at?P=SQ&input=Wien%20Mondweg&start=1,
OEFFHALTESTOGD.9798494,9798494,POINT (16.24352652538131 48.208139871993154),Mondweg,Mondweg,"450, 50B, 49A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Mondweg&start=1,
OEFFHALTESTOGD.9798495,9798495,POINT (16.243432088302978 48.20778670665676),Mondweg,Mondweg,"450, 49A",,3,https://anachb.vor.at?P=SQ&input=Wien%20Mondweg&start=1,
OEFFHALTESTOGD.9798496,9798496,POINT (16.243391725566667 48.20778667413318),Mondweg,Mondweg,"450, 49A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Mondweg&start=1,
OEFFHALTESTOGD.9798497,9798497,POINT (16.297937214578543 48.175460593678885),Montecuccoliplatz,Montecuccoliplatz,"58A, 56A, 56B, 58B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Montecuccoliplatz&start=1,
OEFFHALTESTOGD.9798498,9798498,POINT (16.297523915553565 48.17507729577195),Montecuccoliplatz,Montecuccoliplatz,8A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Montecuccoliplatz&start=1,
OEFFHALTESTOGD.9798499,9798499,POINT (16.297703614956312 48.175520493627445),Montecuccoliplatz,Montecuccoliplatz,"58A, 56A, 56B, 58B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Montecuccoliplatz&start=1,
OEFFHALTESTOGD.9798500,9798500,POINT (16.297461016342954 48.17537679507086),Montecuccoliplatz,Montecuccoliplatz,8A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Montecuccoliplatz&start=1,
OEFFHALTESTOGD.9798501,9798501,POINT (16.302168231406323 48.20235046295945),Montleartstraße,Montleartstraße,51A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Montleartstraße&start=1,
OEFFHALTESTOGD.9798502,9798502,POINT (16.302141331333246 48.20246426290333),Montleartstraße,Montleartstraße,51A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Montleartstraße&start=1,
OEFFHALTESTOGD.9798503,9798503,POINT (16.390508121624077 48.218609230754616),Praterstern,Praterstern,"N81, N25",,2,https://anachb.vor.at?P=SQ&input=Wien%20Praterstern&start=1,
OEFFHALTESTOGD.9798504,9798504,POINT (16.390508121624077 48.218609230754616),Praterstern,Praterstern,"N81, N25",,10,https://anachb.vor.at?P=SQ&input=Wien%20Praterstern&start=1,
OEFFHALTESTOGD.9798505,9798505,POINT (16.390508121624077 48.218609230754616),Praterstern,Praterstern,"N81, N25",,11,https://anachb.vor.at?P=SQ&input=Wien%20Praterstern&start=1,
OEFFHALTESTOGD.9798506,9798506,POINT (16.390508121624077 48.218609230754616),Praterstern,Praterstern,"N81, N25",,13,https://anachb.vor.at?P=SQ&input=Wien%20Praterstern&start=1,
OEFFHALTESTOGD.9798507,9798507,POINT (16.390508121624077 48.218609230754616),Praterstern,Praterstern,"N81, N25",,12,https://anachb.vor.at?P=SQ&input=Wien%20Praterstern&start=1,
OEFFHALTESTOGD.9798508,9798508,POINT (16.391640015803198 48.21818423163283),Praterstern,Praterstern,O,,1,https://anachb.vor.at?P=SQ&input=Wien%20Praterstern&start=1,
OEFFHALTESTOGD.9798509,9798509,POINT (16.39490988138523 48.20538589092694),Rasumofskygasse,Rasumofskygasse,4A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Rasumofskygasse&start=1,
OEFFHALTESTOGD.9798510,9798510,POINT (16.393786987298085 48.20556549028094),Rasumofskygasse,Rasumofskygasse,4A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Rasumofskygasse&start=1,
OEFFHALTESTOGD.9798511,9798511,POINT (16.386313039329554 48.216340743547136),Nestroyplatz/Praterstraße,Nestroyplatz/Praterstraße,5A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Nestroyplatz/Praterstraße&start=1,
OEFFHALTESTOGD.9798512,9798512,POINT (16.289295522242902 48.2223559751385),Predigtstuhl,Predigtstuhl,46A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Predigtstuhl&start=1,
OEFFHALTESTOGD.9798513,9798513,POINT (16.289529021077072 48.222379975460285),Predigtstuhl,Predigtstuhl,"46B, 44B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Predigtstuhl&start=1,
OEFFHALTESTOGD.9798514,9798514,POINT (16.27725803263287 48.18779344841686),Preindlgasse,Preindlgasse,"54A, 54B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Preindlgasse&start=1,
OEFFHALTESTOGD.9798515,9798515,POINT (16.277671330446314 48.18750594917259),Preindlgasse,Preindlgasse,53A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Preindlgasse&start=1,
OEFFHALTESTOGD.9798516,9798516,POINT (16.277671329841024 48.18755384880863),Preindlgasse,Preindlgasse,"N54, 54A, 53A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Preindlgasse&start=1,
OEFFHALTESTOGD.9798517,9798517,POINT (16.277671329841024 48.18755384880863),Preindlgasse,Preindlgasse,N54,,10,https://anachb.vor.at?P=SQ&input=Wien%20Preindlgasse&start=1,
